,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,season
255,E0,11/02/96,QPR,Liverpool,1,2,A,0,2,A,,,,,,,,,,,,S_1995_1996
256,E0,12/02/96,Tottenham,West Ham,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
257,E0,17/02/96,Chelsea,West Ham,1,2,A,1,0,H,,,,,,,,,,,,S_1995_1996
258,E0,17/02/96,Middlesbrough,Bolton,1,4,A,1,2,A,,,,,,,,,,,,S_1995_1996
259,E0,17/02/96,Sheffield Weds,QPR,1,3,A,1,1,D,,,,,,,,,,,,S_1995_1996
260,E0,21/02/96,Man United,Everton,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
261,E0,21/02/96,West Ham,Newcastle,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
262,E0,24/02/96,Blackburn,Liverpool,2,3,A,1,2,A,,,,,,,,,,,,S_1995_1996
263,E0,24/02/96,Coventry,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
264,E0,24/02/96,Everton,Nott'm Forest,3,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
265,E0,24/02/96,Man City,Newcastle,3,3,D,1,1,D,,,,,,,,,,,,S_1995_1996
266,E0,24/02/96,Southampton,Chelsea,2,3,A,2,2,D,,,,,,,,,,,,S_1995_1996
267,E0,24/02/96,Tottenham,Sheffield Weds,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
268,E0,24/02/96,West Ham,Arsenal,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
269,E0,24/02/96,Wimbledon,Aston Villa,3,3,D,1,1,D,,,,,,,,,,,,S_1995_1996
270,E0,25/02/96,Bolton,Man United,0,6,A,0,2,A,,,,,,,,,,,,S_1995_1996
271,E0,28/02/96,Aston Villa,Blackburn,2,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
272,E0,02/03/96,Coventry,West Ham,2,2,D,2,2,D,,,,,,,,,,,,S_1995_1996
273,E0,02/03/96,Leeds,Bolton,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
274,E0,02/03/96,Man City,Blackburn,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996
275,E0,02/03/96,Middlesbrough,Everton,0,2,A,0,2,A,,,,,,,,,,,,S_1995_1996
276,E0,02/03/96,QPR,Arsenal,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996
277,E0,02/03/96,Sheffield Weds,Nott'm Forest,1,3,A,0,1,A,,,,,,,,,,,,S_1995_1996
278,E0,02/03/96,Tottenham,Southampton,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
279,E0,02/03/96,Wimbledon,Chelsea,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996
280,E0,03/03/96,Liverpool,Aston Villa,3,0,H,3,0,H,,,,,,,,,,,,S_1995_1996
281,E0,04/03/96,Newcastle,Man United,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996
282,E0,05/03/96,Arsenal,Man City,3,1,H,2,0,H,,,,,,,,,,,,S_1995_1996
283,E0,06/03/96,Aston Villa,Sheffield Weds,3,2,H,0,1,A,,,,,,,,,,,,S_1995_1996
284,E0,06/03/96,QPR,Leeds,1,2,A,1,2,A,,,,,,,,,,,,S_1995_1996
285,E0,09/03/96,Aston Villa,QPR,4,2,H,1,0,H,,,,,,,,,,,,S_1995_1996
286,E0,09/03/96,Everton,Coventry,2,2,D,2,1,H,,,,,,,,,,,,S_1995_1996
287,E0,09/03/96,West Ham,Middlesbrough,2,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
288,E0,12/03/96,Chelsea,Man City,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996
289,E0,13/03/96,Blackburn,Leeds,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
290,E0,13/03/96,Liverpool,Wimbledon,2,2,D,1,0,H,,,,,,,,,,,,S_1995_1996
291,E0,16/03/96,Coventry,Bolton,0,2,A,0,0,D,,,,,,,,,,,,S_1995_1996
292,E0,16/03/96,Liverpool,Chelsea,2,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
293,E0,16/03/96,Man City,Southampton,2,1,H,2,0,H,,,,,,,,,,,,S_1995_1996
294,E0,16/03/96,Middlesbrough,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996
295,E0,16/03/96,QPR,Man United,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996
296,E0,16/03/96,Sheffield Weds,Aston Villa,2,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
297,E0,16/03/96,Tottenham,Blackburn,2,3,A,0,2,A,,,,,,,,,,,,S_1995_1996
298,E0,16/03/96,Wimbledon,Arsenal,0,3,A,0,0,D,,,,,,,,,,,,S_1995_1996
299,E0,17/03/96,Leeds,Everton,2,2,D,2,1,H,,,,,,,,,,,,S_1995_1996
300,E0,18/03/96,Newcastle,West Ham,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
301,E0,19/03/96,Aston Villa,Middlesbrough,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
302,E0,20/03/96,Bolton,Tottenham,2,3,A,0,1,A,,,,,,,,,,,,S_1995_1996
303,E0,20/03/96,Man United,Arsenal,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
304,E0,20/03/96,Southampton,Sheffield Weds,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
305,E0,23/03/96,Arsenal,Newcastle,2,0,H,2,0,H,,,,,,,,,,,,S_1995_1996
306,E0,23/03/96,Bolton,Sheffield Weds,2,1,H,1,1,D,,,,,,,,,,,,S_1995_1996
307,E0,23/03/96,Chelsea,QPR,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996
308,E0,23/03/96,Everton,Wimbledon,2,4,A,1,1,D,,,,,,,,,,,,S_1995_1996
309,E0,23/03/96,Nott'm Forest,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
310,E0,23/03/96,West Ham,Man City,4,2,H,1,0,H,,,,,,,,,,,,S_1995_1996
311,E0,24/03/96,Man United,Tottenham,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
312,E0,25/03/96,Southampton,Coventry,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
313,E0,30/03/96,Blackburn,Everton,0,3,A,0,0,D,,,,,,,,,,,,S_1995_1996
314,E0,30/03/96,Bolton,Man City,1,1,D,0,1,A,,,,,,,,,,,,S_1995_1996
315,E0,30/03/96,Leeds,Middlesbrough,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
316,E0,30/03/96,QPR,Southampton,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
317,E0,30/03/96,Tottenham,Coventry,3,1,H,1,0,H,,,,,,,,,,,,S_1995_1996
318,E0,30/03/96,Wimbledon,Nott'm Forest,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
319,E0,03/04/96,Leeds,Southampton,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
320,E0,03/04/96,Liverpool,Newcastle,4,3,H,1,2,A,,,,,,,,,,,,S_1995_1996
321,E0,05/04/96,Middlesbrough,Sheffield Weds,3,1,H,0,0,D,,,,,,,,,,,,S_1995_1996
322,E0,06/04/96,Arsenal,Leeds,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996
323,E0,06/04/96,Chelsea,Aston Villa,1,2,A,1,1,D,,,,,,,,,,,,S_1995_1996
324,E0,06/04/96,Coventry,Liverpool,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
325,E0,06/04/96,Everton,Bolton,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
326,E0,06/04/96,Man City,Man United,2,3,A,1,2,A,,,,,,,,,,,,S_1995_1996
327,E0,06/04/96,Newcastle,QPR,2,1,H,0,0,D,,,,,,,,,,,,S_1995_1996
328,E0,06/04/96,Nott'm Forest,Tottenham,2,1,H,1,0,H,,,,,,,,,,,,S_1995_1996
329,E0,06/04/96,Southampton,Blackburn,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
330,E0,06/04/96,West Ham,Wimbledon,1,1,D,1,1,D,,,,,,,,,,,,S_1995_1996
331,E0,08/04/96,Aston Villa,Southampton,3,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
332,E0,08/04/96,Blackburn,Newcastle,2,1,H,0,0,D,,,,,,,,,,,,S_1995_1996
333,E0,08/04/96,Bolton,Chelsea,2,1,H,2,1,H,,,,,,,,,,,,S_1995_1996
334,E0,08/04/96,Leeds,Nott'm Forest,1,3,A,1,2,A,,,,,,,,,,,,S_1995_1996
335,E0,08/04/96,Liverpool,West Ham,2,0,H,2,0,H,,,,,,,,,,,,S_1995_1996
336,E0,08/04/96,Man United,Coventry,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
337,E0,08/04/96,QPR,Everton,3,1,H,2,0,H,,,,,,,,,,,,S_1995_1996
338,E0,08/04/96,Sheffield Weds,Arsenal,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
339,E0,08/04/96,Tottenham,Middlesbrough,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996
340,E0,08/04/96,Wimbledon,Man City,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
341,E0,13/04/96,Chelsea,Leeds,4,1,H,3,0,H,,,,,,,,,,,,S_1995_1996
342,E0,13/04/96,Coventry,QPR,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
343,E0,13/04/96,Man City,Sheffield Weds,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
344,E0,13/04/96,Middlesbrough,Wimbledon,1,2,A,1,1,D,,,,,,,,,,,,S_1995_1996
345,E0,13/04/96,Nott'm Forest,Blackburn,1,5,A,1,3,A,,,,,,,,,,,,S_1995_1996
346,E0,13/04/96,Southampton,Man United,3,1,H,3,0,H,,,,,,,,,,,,S_1995_1996
347,E0,13/04/96,West Ham,Bolton,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
348,E0,14/04/96,Newcastle,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
349,E0,15/04/96,Arsenal,Tottenham,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
350,E0,16/04/96,Everton,Liverpool,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996
351,E0,17/04/96,Aston Villa,West Ham,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996
352,E0,17/04/96,Blackburn,Wimbledon,3,2,H,1,1,D,,,,,,,,,,,,S_1995_1996
353,E0,17/04/96,Man United,Leeds,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
354,E0,17/04/96,Newcastle,Southampton,1,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
355,E0,17/04/96,Nott'm Forest,Coventry,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
356,E0,17/04/96,Sheffield Weds,Chelsea,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
357,E0,27/04/96,Aston Villa,Man City,0,1,A,0,0,D,,,,,,,,,,,,S_1995_1996
358,E0,27/04/96,Blackburn,Arsenal,1,1,D,1,0,H,,,,,,,,,,,,S_1995_1996
359,E0,27/04/96,Bolton,Southampton,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
360,E0,27/04/96,Liverpool,Middlesbrough,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
361,E0,27/04/96,QPR,West Ham,3,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
362,E0,27/04/96,Sheffield Weds,Everton,2,5,A,1,3,A,,,,,,,,,,,,S_1995_1996
363,E0,27/04/96,Tottenham,Chelsea,1,1,D,0,1,A,,,,,,,,,,,,S_1995_1996
364,E0,27/04/96,Wimbledon,Coventry,0,2,A,0,0,D,,,,,,,,,,,,S_1995_1996
365,E0,28/04/96,Man United,Nott'm Forest,5,0,H,2,0,H,,,,,,,,,,,,S_1995_1996
366,E0,29/04/96,Leeds,Newcastle,0,1,A,0,1,A,,,,,,,,,,,,S_1995_1996
367,E0,01/05/96,Arsenal,Liverpool,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
368,E0,02/05/96,Leeds,Tottenham,1,3,A,1,2,A,,,,,,,,,,,,S_1995_1996
369,E0,02/05/96,Nott'm Forest,Newcastle,1,1,D,0,1,A,,,,,,,,,,,,S_1995_1996
370,E0,04/05/96,Arsenal,Bolton,2,1,H,0,0,D,,,,,,,,,,,,S_1995_1996
371,E0,04/05/96,Chelsea,Blackburn,2,3,A,1,1,D,,,,,,,,,,,,S_1995_1996
372,E0,04/05/96,Coventry,Leeds,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
373,E0,04/05/96,Everton,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,S_1995_1996
374,E0,04/05/96,Man City,Liverpool,2,2,D,0,2,A,,,,,,,,,,,,S_1995_1996
375,E0,04/05/96,Middlesbrough,Man United,0,3,A,0,1,A,,,,,,,,,,,,S_1995_1996
376,E0,04/05/96,Newcastle,Tottenham,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996
377,E0,04/05/96,Nott'm Forest,QPR,3,0,H,1,0,H,,,,,,,,,,,,S_1995_1996
378,E0,04/05/96,Southampton,Wimbledon,0,0,D,0,0,D,,,,,,,,,,,,S_1995_1996
379,E0,04/05/96,West Ham,Sheffield Weds,1,1,D,0,0,D,,,,,,,,,,,,S_1995_1996
